   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   1.0000000e+00   3.6300000e+02
   9.9999998e-01   3.6300000e+02
   9.9999993e-01   3.6300002e+02
   9.9999973e-01   3.6300007e+02
   9.9999903e-01   3.6300024e+02
   9.9999690e-01   3.6300075e+02
   9.9999093e-01   3.6300221e+02
   9.9997575e-01   3.6300590e+02
   9.9994057e-01   3.6301445e+02
   9.9986612e-01   3.6303255e+02
   9.9972157e-01   3.6306770e+02
   9.9946369e-01   3.6313041e+02
   9.9903963e-01   3.6323355e+02
   9.9839370e-01   3.6339069e+02
   9.9747772e-01   3.6361361e+02
   9.9626246e-01   3.6390949e+02
   9.9474829e-01   3.6427836e+02
   9.9297388e-01   3.6471092e+02
   9.9102017e-01   3.6518755e+02
   9.8900308e-01   3.6568004e+02
   9.8705012e-01   3.6615727e+02
   9.8526605e-01   3.6659356e+02
   9.8370004e-01   3.6697679e+02
   9.8233597e-01   3.6731079e+02
   9.8112370e-01   3.6760779e+02
   9.7999660e-01   3.6788405e+02
   9.7887169e-01   3.6815991e+02
   9.7767822e-01   3.6845272e+02
   9.7636969e-01   3.6877393e+02
   9.7492038e-01   3.6912990e+02
   9.7332025e-01   3.6952317e+02
   9.7156980e-01   3.6995369e+02
   9.6967534e-01   3.7041999e+02
   9.6764495e-01   3.7092018e+02
   9.6548565e-01   3.7145261e+02
   9.6320171e-01   3.7201632e+02
   9.6079394e-01   3.7261121e+02
   9.5825978e-01   3.7323802e+02
   9.5559376e-01   3.7389821e+02
   9.5278793e-01   3.7459389e+02
   9.4983235e-01   3.7532767e+02
   9.4671519e-01   3.7610265e+02
   9.4342281e-01   3.7692243e+02
   9.3993960e-01   3.7779111e+02
   9.3624793e-01   3.7871335e+02
   9.3232832e-01   3.7969435e+02
   9.2816014e-01   3.8073963e+02
   9.2372370e-01   3.8185455e+02
   9.1900482e-01   3.8304320e+02
   9.1400226e-01   3.8430642e+02
   9.0873510e-01   3.8564000e+02
   9.0324325e-01   3.8703441e+02
   8.9757668e-01   3.8847748e+02
   8.9177923e-01   3.8995848e+02
   8.8587810e-01   3.9147083e+02
   8.7988381e-01   3.9301220e+02
   8.7379635e-01   3.9458292e+02
   8.6761100e-01   3.9618459e+02
   8.6132139e-01   3.9781925e+02
   8.5492050e-01   3.9948918e+02
   8.4840086e-01   4.0119681e+02
   8.4175467e-01   4.0294471e+02
   8.3497375e-01   4.0473562e+02
   8.2804961e-01   4.0657245e+02
   8.2097334e-01   4.0845827e+02
   8.1373562e-01   4.1039637e+02
   8.0632667e-01   4.1239025e+02
   7.9873619e-01   4.1444370e+02
   7.9095333e-01   4.1656075e+02
   7.8296668e-01   4.1874576e+02
   7.7476416e-01   4.2100345e+02
   7.6633303e-01   4.2333893e+02
   7.5765981e-01   4.2575778e+02
   7.4873022e-01   4.2826608e+02
   7.3952918e-01   4.3087050e+02
   7.3004072e-01   4.3357843e+02
   7.2024811e-01   4.3639799e+02
   7.1013399e-01   4.3933819e+02
   6.9968080e-01   4.4240895e+02
   6.8887114e-01   4.4562125e+02
   6.7768789e-01   4.4898741e+02
   6.6611424e-01   4.5252151e+02
   6.5413417e-01   4.5623987e+02
   6.4173395e-01   4.6016141e+02
   6.2890525e-01   4.6430776e+02
   6.1564896e-01   4.6870352e+02
   6.0197863e-01   4.7337692e+02
   5.8792344e-01   4.7836117e+02
   5.7353272e-01   4.8369560e+02
   5.5888472e-01   4.8942507e+02
   5.4409731e-01   4.9559657e+02
   5.2933056e-01   5.0225445e+02
   5.1434352e-01   5.0965753e+02
   4.9970734e-01   5.1769095e+02
   4.8556289e-01   5.2641544e+02
   4.7205600e-01   5.3586153e+02
   4.5931663e-01   5.4602070e+02
   4.4743382e-01   5.5684981e+02
   4.3644005e-01   5.6828783e+02
   4.2631345e-01   5.8027484e+02
   4.1699635e-01   5.9276022e+02
   4.0841847e-01   6.0569666e+02
   4.0051178e-01   6.1903109e+02
   3.9321383e-01   6.3270367e+02
   3.8646590e-01   6.4665407e+02
   3.8021191e-01   6.6082731e+02
   3.7439942e-01   6.7517477e+02
   3.6898091e-01   6.8965210e+02
   3.6391439e-01   7.0421662e+02
   3.5916321e-01   7.1882551e+02
   3.5469530e-01   7.3343547e+02
   3.5048189e-01   7.4800440e+02
   3.4649635e-01   7.6249374e+02
   3.4271407e-01   7.7686777e+02
   3.3911408e-01   7.9108549e+02
   3.3568174e-01   8.0508682e+02
   3.3241021e-01   8.1878298e+02
   3.2929910e-01   8.3206044e+02
   3.2635143e-01   8.4479595e+02
   3.2357046e-01   8.5687562e+02
   3.2095524e-01   8.6822005e+02
   3.1849491e-01   8.7881309e+02
   3.1616542e-01   8.8871434e+02
   3.1393181e-01   8.9804253e+02
   3.1175413e-01   9.0694185e+02
   3.0959284e-01   9.1555276e+02
   3.0741113e-01   9.2399902e+02
   3.0517419e-01   9.3238930e+02
   3.0284806e-01   9.4082119e+02
   3.0040072e-01   9.4937835e+02
   2.9780349e-01   9.5812818e+02
   2.9502811e-01   9.6713515e+02
   2.9203765e-01   9.7649154e+02
   2.8877557e-01   9.8634857e+02
   2.8515962e-01   9.9693148e+02
   2.8108374e-01   1.0085359e+03
   2.7643075e-01   1.0215044e+03
   2.7109885e-01   1.0361686e+03
   2.6504039e-01   1.0527519e+03
   2.5829526e-01   1.0712505e+03
   2.5099128e-01   1.0913692e+03
   2.4329855e-01   1.1126069e+03
   2.3536078e-01   1.1344759e+03
   2.2724826e-01   1.1567061e+03
   2.1895933e-01   1.1793035e+03
   2.1046109e-01   1.2024750e+03
   2.0174202e-01   1.2264958e+03
   1.9284738e-01   1.2515956e+03
   1.8388467e-01   1.2778759e+03
   1.7499689e-01   1.3052838e+03
   1.6631788e-01   1.3336577e+03
   1.5793519e-01   1.3628164e+03
   1.4987935e-01   1.3926305e+03
   1.4214006e-01   1.4230393e+03
   1.3469403e-01   1.4540044e+03
   1.2752748e-01   1.4854707e+03
   1.2064664e-01   1.5173583e+03
   1.1407861e-01   1.5495661e+03
   1.0786404e-01   1.5819839e+03
   1.0204264e-01   1.6145242e+03
   9.6637390e-02   1.6471754e+03
   9.1646495e-02   1.6800360e+03
   8.7045632e-02   1.7133011e+03
   8.2796590e-02   1.7472024e+03
   7.8857468e-02   1.7819177e+03
   7.5192852e-02   1.8174511e+03
   7.1783459e-02   1.8534856e+03
   6.8631701e-02   1.8892677e+03
   6.5757496e-02   1.9236532e+03
   6.3184267e-02   1.9553719e+03
   6.0923778e-02   1.9833701e+03
   5.8968583e-02   2.0070262e+03
   5.7293352e-02   2.0261784e+03
   5.5861149e-02   2.0410267e+03
   5.4630769e-02   2.0519813e+03
   5.3563021e-02   2.0595140e+03
   5.2625129e-02   2.0640574e+03
   5.1792757e-02   2.0659760e+03
   5.1049293e-02   2.0655921e+03
   5.0382975e-02   2.0632219e+03
   4.9783756e-02   2.0591775e+03
   4.9241769e-02   2.0537392e+03
   4.8747490e-02   2.0471315e+03
   4.8292455e-02   2.0395196e+03
   4.7869685e-02   2.0310221e+03
   4.7473777e-02   2.0217280e+03
   4.7100887e-02   2.0117163e+03
   4.6748553e-02   2.0010726e+03
   4.6415246e-02   1.9898928e+03
   4.6099773e-02   1.9782740e+03
   4.5800833e-02   1.9662992e+03
   4.5516908e-02   1.9540294e+03
   4.5246344e-02   1.9415038e+03
   4.4987466e-02   1.9287427e+03
   4.4738629e-02   1.9157504e+03
   4.4498301e-02   1.9025209e+03
   4.4265238e-02   1.8890501e+03
   4.4038749e-02   1.8753565e+03
   4.3818832e-02   1.8614981e+03
   4.3605920e-02   1.8475633e+03
   4.3400262e-02   1.8336328e+03
   4.3201347e-02   1.8197350e+03
   4.3007763e-02   1.8058275e+03
   4.2817418e-02   1.7918060e+03
   4.2627813e-02   1.7775206e+03
