   1.0000000e+00	   0.0000000e+00	
   1.0000000e+00	   9.1365630e-31	
   1.0000000e+00	   2.7439986e-30	
   1.0000000e+00	   4.7447150e-30	
   1.0000000e+00	   6.4191426e-30	
   1.0000000e+00	   7.7200160e-30	
   1.0000000e+00	   9.8407108e-30	
   1.0000000e+00	   8.3863708e-29	
   1.0000000e+00	   3.6735686e-27	
   1.0000000e+00	   1.4486007e-25	
   1.0000000e+00	   4.6878522e-24	
   1.0000000e+00	   1.2590682e-22	
   1.0000000e+00	   2.8411627e-21	
   1.0000000e+00	   5.4493751e-20	
   1.0000000e+00	   8.9824307e-19	
   1.0000000e+00	   1.2856235e-17	
   1.0000000e+00	   1.6124258e-16	
   1.0000000e+00	   1.7854385e-15	
   1.0000000e+00	   1.7551064e-14	
   1.0000000e+00	   1.5371535e-13	
   1.0000000e+00	   1.2020379e-12	
   1.0000000e+00	   8.4044865e-12	
   1.0000000e+00	   5.2609891e-11	
   1.0000000e+00	   2.9533981e-10	
   9.9999998e-01	   1.4901985e-09	
   9.9999993e-01	   6.7762985e-09	
   9.9999970e-01	   2.7848307e-08	
   9.9999889e-01	   1.0371292e-07	
   9.9999626e-01	   3.5083650e-07	
   9.9998849e-01	   1.0800394e-06	
   9.9996769e-01	   3.0306114e-06	
   9.9991724e-01	   7.7632265e-06	
   9.9980612e-01	   1.8185697e-05	
   9.9958378e-01	   3.9042108e-05	
   9.9917884e-01	   7.7025467e-05	
   9.9850634e-01	   1.4010598e-04	
   9.9748562e-01	   2.3585036e-04	
   9.9606572e-01	   3.6903783e-04	
   9.9424734e-01	   5.3960261e-04	
   9.9208841e-01	   7.4211164e-04	
   9.8968923e-01	   9.6715533e-04	
   9.8716464e-01	   1.2039633e-03	
   9.8462247e-01	   1.4424200e-03	
   9.8215164e-01	   1.6741853e-03	
   9.7981438e-01	   1.8934215e-03	
   9.7764547e-01	   2.0968668e-03	
   9.7559558e-01	   2.2891477e-03	
   9.7352717e-01	   2.4831651e-03	
   9.7131677e-01	   2.6905022e-03	
   9.6888503e-01	   2.9186002e-03	
   9.6618865e-01	   3.1715224e-03	
   9.6320782e-01	   3.4511260e-03	
   9.5993498e-01	   3.7581200e-03	
   9.5636566e-01	   4.0929236e-03	
   9.5249218e-01	   4.4562588e-03	
   9.4830009e-01	   4.8494788e-03	
   9.4376707e-01	   5.2746785e-03	
   9.3886356e-01	   5.7346296e-03	
   9.3355557e-01	   6.2325217e-03	
   9.2781071e-01	   6.7713933e-03	
   9.2160871e-01	   7.3531442e-03	
   9.1495465e-01	   7.9772984e-03	
   9.0788739e-01	   8.6402106e-03	
   9.0047406e-01	   9.3355847e-03	
   8.9278975e-01	   1.0056377e-02	
   8.8489423e-01	   1.0796982e-02	
   8.7681990e-01	   1.1554358e-02	
   8.6857426e-01	   1.2327805e-02	
   8.6014942e-01	   1.3118061e-02	
   8.5153056e-01	   1.3926517e-02	
   8.4270039e-01	   1.4754798e-02	
   8.3364067e-01	   1.5604614e-02	
   8.2433250e-01	   1.6477741e-02	
   8.1475625e-01	   1.7376027e-02	
   8.0489139e-01	   1.8301403e-02	
   7.9471647e-01	   1.9255893e-02	
   7.8420908e-01	   2.0241618e-02	
   7.7334587e-01	   2.1260799e-02	
   7.6210269e-01	   2.2315747e-02	
   7.5045479e-01	   2.3408858e-02	
   7.3837735e-01	   2.4542573e-02	
   7.2584643e-01	   2.5719317e-02	
   7.1284044e-01	   2.6941390e-02	
   6.9934247e-01	   2.8210798e-02	
   6.8534340e-01	   2.9529036e-02	
   6.7084562e-01	   3.0896836e-02	
   6.5586800e-01	   3.2313843e-02	
   6.4045204e-01	   3.3778204e-02	
   6.2466802e-01	   3.5286189e-02	
   6.0861793e-01	   3.6832101e-02	
   5.9243154e-01	   3.8408787e-02	
   5.7625235e-01	   4.0009008e-02	
   5.6021239e-01	   4.1627847e-02	
   5.4440182e-01	   4.3265724e-02	
   5.2885232e-01	   4.4930540e-02	
   5.1495267e-01	   4.6478334e-02	
   5.0152820e-01	   4.8039978e-02	
   4.8877429e-01	   4.9599024e-02	
   4.7679368e-01	   5.1145561e-02	
   4.6561277e-01	   5.2675522e-02	
   4.5521062e-01	   5.4188513e-02	
   4.4554257e-01	   5.5685889e-02	
   4.3655427e-01	   5.7169616e-02	
   4.2818944e-01	   5.8641670e-02	
   4.2039423e-01	   6.0103656e-02	
   4.1311964e-01	   6.1556545e-02	
   4.0632220e-01	   6.3000558e-02	
   3.9996353e-01	   6.4435230e-02	
   3.9400928e-01	   6.5859600e-02	
   3.8842811e-01	   6.7272429e-02	
   3.8319105e-01	   6.8672385e-02	
   3.7827102e-01	   7.0058176e-02	
   3.7364251e-01	   7.1428685e-02	
   3.6928089e-01	   7.2783211e-02	
   3.6516128e-01	   7.4121897e-02	
   3.6125733e-01	   7.5446258e-02	
   3.5754085e-01	   7.6759502e-02	
   3.5398306e-01	   7.8066224e-02	
   3.5055811e-01	   7.9371099e-02	
   3.4724806e-01	   8.0676692e-02	
   3.4404732e-01	   8.1981081e-02	
   3.4096384e-01	   8.3276600e-02	
   3.3801470e-01	   8.4551015e-02	
   3.3521646e-01	   8.5791521e-02	
   3.3257449e-01	   8.6989920e-02	
   3.3007727e-01	   8.8146025e-02	
   3.2769848e-01	   8.9267484e-02	
   3.2540419e-01	   9.0366793e-02	
   3.2316101e-01	   9.1457398e-02	
   3.2094271e-01	   9.2550217e-02	
   3.1873384e-01	   9.3651419e-02	
   3.1652879e-01	   9.4762527e-02	
   3.1432578e-01	   9.5883189e-02	
   3.1211919e-01	   9.7015023e-02	
   3.0989556e-01	   9.8163768e-02	
   3.0763609e-01	   9.9338068e-02	
   3.0532406e-01	   1.0054559e-01	
   3.0295213e-01	   1.0178906e-01	
   3.0052376e-01	   1.0306548e-01	
   2.9804620e-01	   1.0436969e-01	
   2.9551918e-01	   1.0570053e-01	
   2.9292668e-01	   1.0706520e-01	
   2.9023471e-01	   1.0848054e-01	
   2.8739225e-01	   1.0997244e-01	
   2.8433345e-01	   1.1157482e-01	
   2.8098417e-01	   1.1332639e-01	
   2.7727864e-01	   1.1526267e-01	
   2.7318323e-01	   1.1740466e-01	
   2.6871495e-01	   1.1975020e-01	
   2.6394199e-01	   1.2227357e-01	
   2.5896569e-01	   1.2493295e-01	
   2.5389383e-01	   1.2768143e-01	
   2.4881757e-01	   1.3047655e-01	
   2.4380124e-01	   1.3328427e-01	
   2.3888701e-01	   1.3607650e-01	
   2.3410514e-01	   1.3882665e-01	
   2.2947675e-01	   1.4151027e-01	
   2.2500647e-01	   1.4411187e-01	
   2.2067567e-01	   1.4663106e-01	
   2.1644695e-01	   1.4908087e-01	
   2.1227808e-01	   1.5147970e-01	
   2.0813396e-01	   1.5384437e-01	
   2.0398914e-01	   1.5618873e-01	
   1.9982410e-01	   1.5852599e-01	
   1.9562223e-01	   1.6087020e-01	
   1.9136934e-01	   1.6323603e-01	
   1.8705307e-01	   1.6563819e-01	
   1.8266219e-01	   1.6809053e-01	
   1.7818880e-01	   1.7060326e-01	
   1.7363393e-01	   1.7317842e-01	
   1.6901268e-01	   1.7580564e-01	
   1.6435441e-01	   1.7846166e-01	
   1.5969664e-01	   1.8111428e-01	
   1.5507518e-01	   1.8372960e-01	
   1.5051547e-01	   1.8627857e-01	
   1.4602962e-01	   1.8873982e-01	
   1.4161966e-01	   1.9109812e-01	
   1.3728312e-01	   1.9334111e-01	
   1.3301738e-01	   1.9545663e-01	
   1.2882247e-01	   1.9743137e-01	
   1.2470387e-01	   1.9925008e-01	
   1.2067541e-01	   2.0089593e-01	
   1.1676029e-01	   2.0235242e-01	
   1.1298937e-01	   2.0360603e-01	
   1.0939710e-01	   2.0464826e-01	
   1.0601087e-01	   2.0548509e-01	
   1.0285322e-01	   2.0612679e-01	
   9.9938306e-02	   2.0658770e-01	
   9.7270708e-02	   2.0688465e-01	
   9.4845706e-02	   2.0703552e-01	
   9.2650791e-02	   2.0705798e-01	
   9.0667945e-02	   2.0696860e-01	
   8.8876047e-02	   2.0678212e-01	
   8.7252899e-02	   2.0651103e-01	
   8.5776740e-02	   2.0616535e-01	
   8.4427370e-02	   2.0575266e-01	
   8.3187023e-02	   2.0527839e-01	
   8.2040931e-02	   2.0474660e-01	
   8.0977288e-02	   2.0416135e-01	
   7.9986517e-02	   2.0352688e-01	
   7.9060219e-02	   2.0284709e-01	
   7.8190765e-02	   2.0212497e-01	
   7.7371729e-02	   2.0136316e-01	
   7.6598345e-02	   2.0056486e-01	
   7.5867034e-02	   1.9973396e-01	
   7.5174194e-02	   1.9887395e-01	
   7.4515273e-02	   1.9798645e-01	
   7.3884692e-02	   1.9707046e-01	
   7.3276331e-02	   1.9612249e-01	
   7.2684010e-02	   1.9513699e-01	
   7.2101738e-02	   1.9410674e-01	
   7.1523914e-02	   1.9302328e-01	
   7.0945785e-02	   1.9187804e-01	
   7.0364387e-02	   1.9066481e-01	
   6.9779602e-02	   1.8938312e-01	
